2006,5,MORELIA,,EJIDO DE  SAN ISIDRO ITZICUARO 3,CALLES ISATIRO JERUCO MIRIO OMICUARO ZURUMUCAPIO ATIJO AV. GRAL JOSE GRAGORIO PATIÑO TRAMO ENTRE ZURUMUTARO Y SIRITZICUARO AV; IMPERIO TARASCO TRAMO ENTRE SIRITZICUARO Y MIRO;  CUAMIO ENTRE AV. IMPERIO TARASCO Y AV. GRAL  JOSE GREGORIO PATIÑO; HUIZALA ENTRE AV. IMPERIO  TARASCO Y ENTRE AV. GRAL JOSE GREGORIO PATIÑO; OMICUARO ENTRE  AV. I MPERIO TARASCO  Y AV. GRAL JOSE GREGORIO PATIÑO; TANACO  ENTRE AV. IMPERIO TARASCO Y ATIJO; TANACO ENTRE AV. GRAL JOSE GREGORIO PATIÑO Y ZURUMUCAPIO: QUERUSEO ENTRE AV. IMPERIO TARASCO Y ATIJO; SACUMA ENTRE AV. IMPERIO TARASCO Y ATIJO; ZURUMUTARO ENTRE AV. IMPERIO TARASCO Y ATIJO; AV. IMPERIO TARASCO ENTRE ZURUMUTARO Y ATECUARO; SACUMA ENTRE ZURUMUCAPIO Y ACONTINUACION  AL NORTE DE  SACUMA; ZURUMUTARO ENTRER AV. GRAL ENTRE JOSE GREGORIO PATIÑO Y SU CONTINUACIOPN AL NORTE;  ATECUARO ENTRE AV. GRAL JOSE GREGORIO PATIÑO  Y SU CONTINUACION AL NORTE; ATECUARO ENTRE AV. GRAL  JOSE GREGORIO PATIÑO  Y SU CONTINUACION AL NORTE.     ,94
2006,5,MORELIA,,EJIDO SAN ISIDRO ITZICUARO 3,RESTO DE CALLES AV. GRAL JOSE GREGORIO PATIÑO  ENTRE  ZURUMUTARO Y TARIMORO; QUERUSEO ENTRE AV. GRAL JOSE GREGORIO PATIÑO Y AV. IMPERIO TARASCO; PATACHICUARO ENTRE AV. IMPERIO TARASCO Y ATIJO  SIRITZICUARO ENTRE AV. IMPERIO TARASCO  Y ATIJO Y DOS CALLES PARALELAS AL ORIENTE CUAMIO ENTRE AV. IMPERIO TARASCO; Y ATIJO;  HUIZALA ENTRE AV. IMPERIO TARASCO Y ATIJO; ATIJO ENTRE  SIRITZICUARO E ISARITO; AV. IMPERIO TARASCO ENTRE OMICUARO Y TANACO; TANACO ENTRE AV. IMPERIO TARASCO Y ZURUMUCAPIO; SACUMA ENTRE AV.IMPERIO TARASCO Y ZURUMUCAPIO; ATECUARO CARAMECUARO CHIHUERIO IZTAROHUATO JICALAN SIPIMO TARIMORO ATIJO  ENTRE ATECUARO  Y TARIMORO; AV. IMPERIO TARASCO ENTRRE ATECUARO Y TARIMORO.  ,121
2006,6,MORELIA, ,EJIDO SAN ISIDRO ITZICUARO 3,CALLES AV. GRAL  JOSE GREGORIO PATIÑO ENTRE POMACUARO Y SIRITZICUARO; AV. IMPERIO TARASCO  ENTRE SIRITZICUARO  Y PANTALA; ATZIMBARO  ENTRE TECARIO JUCUTACATO ATERIO; PINZANDARO ENTRE ARROYO Y OCURIO SORUCUARO ATIJO ENTRE PATAMBARO Y SU ESQUINA  CON JENGUARO; PORTUGAL ENTRE JURUREMBA  Y AV. IMPERIO TARASCO; JURUREMBA ENTRE ARROYO Y AV. IMPERIO TARASCO AV. GRAL JOSE GREGORIO PATIÑO  Y ATZIMBARO MARGEN DE ARROYO ; ZIRACUARO ENTRE AV. GENERAL JOSE GREGORIO PATIÑO Y LIMITE DEL EJIDO; TARECUARO ENTRE AV. GRAL JOSE GREGORIO PATIÑO Y LIMITE DEL EJIDO; SIRITZICUARO ENTRE AV. GRAL JOSE GREGORIO PATIÑO Y LIMITE DEL EJIDO;  ARINDEO BEJAMA  CAHUIRICA HUANCITO MARGEN  ARROYO ENTRE AV. IMPERIO TARASCO  E IXTALA. ,94
2007,6,MORELIA, ,EJIDO SAN ISIDRO ITZICUARO 3,RESTO DE CALLES VALOR ZIRACUARO  ENTRE AV GRAL  JOSE GREGORIO PATIÑO Y COMANJA; JUCUTACATO ENTRE AV. GRAL JOSE GREGORIO PATIÑO Y AV. IMPERIO TARASCO  IXTALA  ENTRE MARGEN DEL ARROYO Y AV. GRAL  JOSE GREGORIO PATIÑOTARECUATO MEXCALHUACA OCURIO PATAMBARO SIGUARIO  TAMACUA SIRITZICUARO JENGUARO CUANICUARO ATIJO ENTRE CANICUARO Y JENGUARO.,121
2006,7,MORELIA, ,EJIDO SAN ISIDRO ITZICUARO 1,CALLES ARARO AV. GRAL JOSE GREGORIO PATIÑO ENTRE TAHUAYAL Y ZIRACUARO BERNACHI COCUCHO  AV. GRAL  JOSE GREGORIO PATIÑO ENTRE MACATARO  Y TAHUAYAL  ZURUMBENEO CHERAN HUECORIO MACATARO  OPOPEO IRAPEO JANAMUATO CUANAJO  TECARIO ATZIMBARO ENTRE ARROYO Y ZIRACUARO MACATARO  RESTO DE CALLES JURUREMBA ENTRE POPOYUTLA Y AV. GRAL JOSE GREGORIO PATIÑO ZACANDARO ENTRE AV. GRAL JOSE GREGORIO PATIÑO  Y POPOYUTLA TAHUAYAL ENTRE AV. GRAL JOSE GREGORIO PATIÑO  Y POPOYUTLA ZACANDARO ENTRE TANIMERECHE  Y AV. IMPERIO TARASCO SICUICHO ENTRE POPOYUTLA Y TANIMERECHE PANTLA  ENTRE POPOYUTLA  Y TANIMERECHE POPOYUTLA ENTRE  PANTLA  Y TAHUAYAL  CALLE PARALELA  AL NORTE DE AV.  IMPERIO TARASCO ( AREA DE DONACION) TAHUAYAL Y JURUREMBA  QUERENGUARO ENTRE AV GRAL  JOSE GREGORIO PATIÑO  Y CUANAJO. ,94
2007,7,MORELIA, ,EJIDO SAN ISIDRO ITZICUARO 2,RESTO DE CALLES  CALLE PARALELA AL NORTE  DE AV. IMPERIO TARASCO (AREA DE DONACION) ENTRE PANTLA Y TAHUAYAL; TANIMERECHE ENTRE PANTLA  Y JURUREMBA; POPOYUTLA ENTRE TAHUYAL Y JURUREMBA  SICUICHO ENTRE AV. GRAL  JOSE GREGORIO PATIÑO Y POPOYUTLA; PANTLA  ENTRE CUANAJO  Y POPOYUTLA  PANTLA ENTRE TANIMERECHE  Y AV. IMPERIO TARASCO JURUREMBA  ENTRE POPOYUTLA ENTRE CALLE PARALELA AL NORTE  DE LA AV. IMPERIO TARASCO  (AREA DE DONACION) ZACANDARO ENTRE POPOYUTLA Y TANIMERECHE; TAHUAYAL ENTRE POPOYUTLA Y CALLE  PARALELA  AL NORTE  DE LA AV.  IMPERIO TARASCO (AREA DE DONACION). ZACANDARO  ENTRE POPOYUTLA  Y TANIMERECHE; TAHUAYAL ENTRE  POPOYUTLA Y CALLE PARALELA  AL NORTE DE LA AV. IMPERIO TARASCO ( AREA DE DONACION). SICUICHO  ENTRE TANIMERECHE  Y CALLE  PARALELA AL NORTE  DE LA AV. IMPERIO TARASCO (AREA DE DONACION). ,121
2008,7,MORELIA, ,EJIDO SAN ISIDRO ITZICUARO 3,AV. IDELFONSO DE PORTUGAL ,191
2006,8,SAHUAYO,,LA FLOR DEL AGUA ,,21
2006,9,MORELIA,,PARQUE ECOLOGICO DEL FTO. PRADOS DEL CAMPESTRE ,EN TODO EL PREDIO ,155
2006,10,TARIMBARO,,SAN BERNABE DE LA CANTERA ,EN TODAS LAS CALLES ,258
2006,11,ZAMORA,,LA AVENIDA DEL ARBOL,,447
